"Company 
(Maker-if known)","Specific Bean Origin
or Bar Name","Cocoa
Percent","Company
Location",Rating,"Bean
Type","Broad Bean
Origin"
Urzi,"Sur del Lago, Merida",0.65,Italy,3.25,Trinitario,Venezuela
Valrhona,"Piura, Illanka, Quemazon",0.63,France,4.0, ,Peru
Valrhona,"Andoa, Grand Cru blend",0.7,France,3.5, , 
Valrhona,"Loma Sotavento, 2013",0.64,France,3.5, ,Dominican Republic
Valrhona,"Otucan, Grand Cru",0.69,France,4.0, ,Venezuela
Valrhona,Caraque,0.56,France,3.25, , 
Valrhona,"Porcelana, Pedegral",0.64,France,4.0,Criollo,Venezuela
Valrhona,Tainori,0.64,France,3.75, ,Dominican Republic
Valrhona,Alpaco,0.66,France,3.75, ,Ecuador
Valrhona,Nyangbo,0.68,France,3.5,Forastero,Ghana
Valrhona,Araguani,0.72,France,3.0,Blend,"Venezuela, Carribean"
Valrhona,Chuao 2002 P.,0.65,France,3.75,Trinitario,Venezuela
Valrhona,Manjari,0.64,France,4.0,"Criollo, Trinitario",Madagascar
Valrhona,Le Noir Extra Amer,0.85,France,1.5, , 
Valrhona,Abinao,0.85,France,2.5,Forastero,West Africa
Valrhona,Le Noir Amer,0.71,France,2.75,Forastero,West Africa
Valrhona,"Porcelana, Maracaibo, Palmira P. 2006",0.64,France,3.25,Criollo (Porcelana),Venezuela
Valrhona,Caraibe,0.66,France,3.0,Trinitario,Carribean
Valrhona,Guanaja,0.7,France,4.0,"Criollo, Trinitario",South America
Valrhona,Gran Couva 2005 P.,0.64,France,2.5,Trinitario,Trinidad
Valrhona,"Porcelana, Maracaibo, Palmira P. 2005",0.64,France,3.0,Criollo (Porcelana),Venezuela
Valrhona,"Sambirano, Ampamakia 2005, Millot P.",0.64,France,3.5,Trinitario,Madagascar
Vanleer (Barry Callebaut),Manhattan,0.72,U.S.A.,2.5,Forastero,Ghana
Vanleer (Barry Callebaut),Napa,0.65,U.S.A.,2.75,Forastero,Ghana
Vao Vao (Chocolaterie Robert),Madagascar,0.72,Madagascar,2.75,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,0.76,Madagascar,2.75,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,0.8,Madagascar,2.75,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,0.7,Madagascar,3.0,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar w/ nibs,0.68,Madagascar,3.0,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,0.64,Madagascar,3.25,Trinitario,Madagascar
Vicuna,Palos Blancos,0.7,U.S.A.,3.25, ,Bolivia
Vicuna,Palos Blancos + nibs,0.7,U.S.A.,3.25, ,Bolivia
Videri,Dominican Republic,0.9,U.S.A.,3.25, ,Dominican Republic
Videri,Trinidad,0.75,U.S.A.,3.5,Trinitario,Trinidad
Videri,Mindo,0.75,U.S.A.,3.5, ,Ecuador
Videri,Dark,0.9,U.S.A.,3.75, ,Central and S. America
Videri,Classic,0.7,U.S.A.,3.25, ,Central and S. America
Vietcacao (A. Morin),"Ben Tre, Mekong Delta, MoCay",0.7,France,3.5,Trinitario,Vietnam
Vintage Plantations,San Martin,0.75,U.S.A.,3.0, ,Peru
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",1.0,U.S.A.,2.0,Forastero (Arriba),Ecuador
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",0.9,U.S.A.,2.0,Forastero (Arriba),Ecuador
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",0.75,U.S.A.,3.0,Forastero (Arriba),Ecuador
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2007",0.65,U.S.A.,3.0,Forastero (Arriba),Ecuador
Violet Sky,Sambirano Valley,0.77,U.S.A.,2.75,Trinitario,Madagascar
Violet Sky,Moho River Valley,0.77,U.S.A.,3.0,"Criollo, Trinitario",Belize
Violet Sky,Cuyagua,0.77,U.S.A.,3.0,Criollo,Venezuela
Violet Sky,Peru,0.77,U.S.A.,3.25,"Criollo, Trinitario",Peru
Violet Sky,Cahabon,0.77,U.S.A.,2.75,Trinitario,Guatemala
Vivra,Peru,0.7,U.S.A.,2.5, ,Peru
Vivra,Ocumare,0.7,U.S.A.,2.5, ,Venezuela
Vivra,Dominican Republic,0.7,U.S.A.,3.0, ,Domincan Republic
Wellington Chocolate Factory,Conacado,0.7,New Zealand,3.5,Trinitario,Dominican Republic
Wellington Chocolate Factory,"Piura Blanco, Norandino",0.7,New Zealand,3.5, ,Peru
Whittakers,Ghana,0.72,New Zealand,2.5,Forastero,Ghana
Wilkie's Organic,Amazonas,0.75,Ireland,2.5,Criollo,Peru
Wilkie's Organic,Amazonas,0.89,Ireland,2.75,Criollo,Peru
Wilkie's Organic,Tumbes,0.75,Ireland,3.25,Criollo,Peru
Wilkie's Organic,Amazonas w/ nibs,0.75,Ireland,2.75,Criollo,Peru
Willie's Cacao,Los Llanos,0.7,U.K.,4.0, ,Colombia
Willie's Cacao,Los Llanos,0.88,U.K.,3.0,Trinitario,Colombia
Willie's Cacao,"Java, Indonesian Black",1.0,U.K.,2.25, ,Indonesia
Willie's Cacao,Sambirano,0.71,U.K.,3.0,Trinitario,Madagascar
Willie's Cacao,Hacienda Las Trincheras,0.72,U.K.,3.5, ,Venezuela
Willie's Cacao,Java,0.69,U.K.,3.75, ,Indonesia
Willie's Cacao,San Martin,0.7,U.K.,3.0, ,Peru
Willie's Cacao,Rio Caribe,0.72,U.K.,3.25,Trinitario,Venezuela
Wm,"Guasare, Zulia Prov., 2015, batch 124",0.74,U.S.A.,3.0,Criollo,Venezuela
Wm,"Wild Beniano, 2016, batch 128, Heirloom",0.76,U.S.A.,3.5, ,Bolivia
Wm,"Ghana, 2013, batch 129",0.75,U.S.A.,3.75, ,Ghana
Woodblock,"Maranon, Cajamarca",0.7,U.S.A.,3.0,Forastero (Nacional),Peru
Woodblock,"Camino Verde P., Balao, Guayas",0.7,U.S.A.,3.25, ,Ecuador
Woodblock,Gran Couva,0.7,U.S.A.,3.5,Trinitario,Trinidad
Woodblock,Ecuador,0.7,U.S.A.,2.5, ,Ecuador
Woodblock,Costa Rica,0.7,U.S.A.,3.0, ,Costa Rica
Woodblock,Sambirano,0.7,U.S.A.,3.25,Trinitario,Madagascar
Woodblock,Ocumare,0.7,U.S.A.,4.0, ,Venezuela
Woodblock,La Red,0.7,U.S.A.,3.5, ,Dominican Republic
Xocolat,Hispaniola,0.66,Domincan Republic,3.0, ,Dominican Republic
Xocolla,"Sambirano, batch 170102",0.7,U.S.A.,2.75, ,Madagascar
Xocolla,"Hispaniola, batch 170104",0.7,U.S.A.,2.5, ,Dominican Republic
Zak's,"Papua New Guinea, Batch 2",0.7,U.S.A.,3.0, ,Papua New Guinea
Zak's,"Dominican Republic, Batch D2",0.7,U.S.A.,3.25, ,Domincan Republic
Zak's,"Madagascar, Batch 2",0.7,U.S.A.,3.25,Trinitario,Madagascar
Zak's,"Peru, Batch 1",0.7,U.S.A.,3.25, ,Peru
Zak's,"Belize, Batch 2",0.7,U.S.A.,3.5,Trinitario,Belize
Zak's,"House Blend, Batch 2",0.6,U.S.A.,3.0, , 
Zart Pralinen,"Millot P., Ambanja",0.7,Austria,3.5,"Criollo, Trinitario",Madagascar
Zart Pralinen,UNOCACE,0.7,Austria,2.75,Nacional (Arriba),Ecuador
Zart Pralinen,San Juan Estate,0.85,Austria,2.75,Trinitario,Trinidad
Zart Pralinen,"Kakao Kamili, Kilombero Valley",0.85,Austria,3.0,"Criollo, Trinitario",Tanzania
Zart Pralinen,"Kakao Kamili, Kilombero Valley",0.7,Austria,3.5,"Criollo, Trinitario",Tanzania
Zart Pralinen,"San Juan Estate, Gran Couva",0.78,Austria,3.5,Trinitario,Trinidad
Zokoko,Guadalcanal,0.78,Australia,3.75, ,Solomon Islands
Zokoko,Goddess Blend,0.65,Australia,3.25, , 
Zokoko,Alto Beni,0.68,Australia,3.5, ,Bolivia
Zokoko,Tokiala,0.66,Australia,3.5,Trinitario,Papua New Guinea
Zokoko,"Tranquilidad, Baures",0.72,Australia,3.75, ,Bolivia
Zotter,Raw,0.8,Austria,2.75, , 
Zotter,"Bocas del Toro, Cocabo Co-op",0.72,Austria,3.5, ,Panama
Zotter,Amazonas Frucht,0.65,Austria,3.5, , 
Zotter,"Satipo Pangoa region, 16hr conche",0.7,Austria,3.0,Criollo (Amarru),Peru
Zotter,"Satipo Pangoa region, 20hr conche",0.7,Austria,3.5,Criollo (Amarru),Peru
Zotter,"Loma Los Pinos, Yacao region, D.R.",0.62,Austria,3.75, ,Dominican Republic
Zotter,El Oro,0.75,Austria,3.0,Forastero (Nacional),Ecuador
Zotter,Huiwani Coop,0.75,Austria,3.0,"Criollo, Trinitario",Papua New Guinea
Zotter,El Ceibo Coop,0.9,Austria,3.25, ,Bolivia
Zotter,Santo Domingo,0.7,Austria,3.75, ,Dominican Republic
Zotter,"Kongo, Highlands",0.68,Austria,3.25,Forastero,Congo
Zotter,"Indianer, Raw",0.58,Austria,3.5, , 
Zotter,Peru,0.7,Austria,3.75, ,Peru
Zotter,Congo,0.65,Austria,3.0,Forastero,Congo
Zotter,Kerala State,0.65,Austria,3.5,Forastero,India
Zotter,Kerala State,0.62,Austria,3.25, ,India
Zotter,"Brazil, Mitzi Blue",0.65,Austria,3.0, ,Brazil
